osm_id,name,city,state,lat,lon
257318935,Skate Park,,,-16.0148581,-48.015129
257844483,Pista de Skate,,,-26.9190343,-48.6498414
260229966,Pista de Patinação,,,-30.0559454,-51.2281263
260360935,Pista de Skate do IAPI,,,-30.0178984,-51.179838
260873209,,,,-23.544447,-46.4106457
261949067,Pista de Skate do Gama,,,-15.9993796,-48.059942
262120836,,,,-28.6504588,-56.0091777
262126781,,,,-5.8747806,-35.181787
262899303,,,,-10.1690409,-48.8740329
265976594,,,,-23.6862684,-46.773177
271845476,,,,-15.8105713,-48.1060662
274708291,,,,-22.593554,-47.3974087
275584334,,,,-23.1818357,-45.8491005
276215873,,,,-20.2145537,-50.9350855
278759631,,,,-26.3555852,-48.8357942
278931287,Banks do Tanque,,,-22.9220568,-43.3622163
279457839,,,,-22.9625139,-52.1556567
280288331,,,,-23.7970884,-48.5953811
283100916,Skate Park Angra dos Reis,,,-23.0012566,-44.3028047
286003340,Pista Skate Loteamento Girassol,,,-26.932075,-49.1340253
288929215,Banks de São Cristóvão,,,-22.9092766,-43.2272404
292963456,,,,-20.5297118,-47.373205
294889347,Área de Patinação,,,-25.4047687,-49.234949
295319718,,,,-23.7875761,-46.533542
295913095,,,,-30.0098492,-51.1866008
296313850,Pista de Skate,,,-31.3668151,-51.9811204
297282331,Pista do Pontal,,,-23.0309603,-43.4698511
297762632,,,,-22.8971717,-43.5724144
299600941,,,,-23.652433,-46.6376723
305776995,,,,-29.9024277,-50.2572988
309374095,,,,-20.3504265,-40.3148209
310145355,,,,-23.7484528,-46.5788441
311112399,Skate Park do P Sul,,,-15.8494965,-48.1126137
311412693,,,,-18.7230104,-39.8521674
314564385,Pista de Skate,,,-20.7968253,-48.8110451
316688186,,,,-23.9713188,-46.3503627
317459722,,,,-28.5281788,-49.3239294
318457876,,,,-23.2007368,-45.889815
320597202,,,,-12.6938299,-38.3218625
320668091,,,,-23.4704939,-47.4491618
320853971,Cosmic Bowl,,,-22.9075032,-43.6138794
320957686,Bowl da Praça do Ó,,,-23.0126551,-43.3175746
320957687,Skatepark da Praça do Ó,,,-23.0124009,-43.3179768
320966596,Tri Banks de Itaguaí,,,-22.8543956,-43.7690787
320966597,Skatepark do Chaperó,,,-22.8114544,-43.7590706
320968569,Pista de Bangu,,,-22.8746366,-43.4568522
320970410,Skatepark do Cocotá,,,-22.8045067,-43.1797083
320983973,Bowl do Moneró,,,-22.7960057,-43.2061532
320983974,Skatepark do Largo do Bicão,,,-22.839337,-43.3114123
320987350,Skatepark de Volta Redonda,,,-22.5377578,-44.0755501
320987351,Skatepark de São João de Meriti,,,-22.8030023,-43.3653841
320998732,Skatepark do Estácio,,,-22.9140118,-43.2062943
320998733,Banks de Irajá,,,-22.8311817,-43.327044
321000634,,,,-22.7898181,-41.9263708
321003270,"Skate Park Jorge Luiz Souza ""Tatu""",,,-22.8640535,-43.3450981
321007828,,,,-22.7601965,-43.4567538
